Unique accounts	Number of txs	Sum Ethers	Average
0x98ea2f5755904629792f1cbbdb1351aa624e597c	1	0.1	
0x1b29291cf6a57ee008b45f529210d6d5c5f19d91	1	17	
0x9bf90debf078671c983042a359fe244a7e434f96	1	2.516935193	
0x1b49c79e906d1eaa60326d72356072ee589fa05e	1	1	
0x9ea5803db98d65a172b23ad3e4c527c9e48c78bb	1	5	
0x1b4d8bc62807403d7315a184b63f822fc23d91df	1	73.0354	
0xa111e9f9cb02525d0eb82bef46ae173c40a4e09e	1	2	
0x1b4dfed8613df7e1cdcb4c1b39e3faae539b213f	1	2	
0x0c1cc12037bc7ab4e66f0905f7638bf4de3b99b9	1	5	
0x1b66a12f3252bb7276405682415395e6b012e5b4	1	50	
0xa6f29c6d7e3a373ad1e89a995c29277f6940eb43	1	20	
0x1b811b2f020d68f7ff0d3dd05ecd6ee7018e5cce	1	1.807	
0xaaa25fe10ec4f8cbff7f403cd20782fa0ee78f75	1	33	
0x000668a41c11e7b444f091e9a329d3649e149f76	1	2	
0xacd3f921ce7c8d0aefadb722d1269b65c3d72130	1	0.25	
0x1b9c8af90b083b9207bb44fbdfdc30fb35422c4b	1	19.9958	
0xb05a35f626ef108a8034957389d3b9cf3e8657eb	1	0.13999542	
0x1bd7cdb4578492674830213088e4fc0e46c434f5	1	0.1	
0xb45058d28617e2965768ff94bef3e0ee83156cec	1	3.6	
0x1bf90b9428d15cd807c117bb2facb6fc63418ea9	1	2.5	
0xb707a351edb57e431ba0b2e60139980ba6afbe88	1	2	
0x1c04f0c528c5a47903e94424ea48adb0b19fca46	1	1	
0xba184ce0fb86a011c1368b187130625812cb136b	1	2.5524765	
0x1c1c6296dc8dfb64e38618470332a07ce2883a39	1	0.979190997	
0x0df1900e4050632234c8280452dbce923cad7eda	1	5	
0x1c1d39b2df904b46247ea94ae0024d61ffef8bb4	1	0.49	
0xc046b59484843b2af6ca105afd88a3ab60e9b7cd	1	2	
0x1c3cf7fac231af1008d216f2e7556fd003a9917e	1	1	
0xc2bd3cd7dc39c03ad9d96a494a6947d619749b62	1	1.681	
0x1c3fb57c8d9085cbe4cca4017962ffe815c4a1c8	1	1	
0xc55fbeeedf0a9c27d06d1d3994d69c1e1e5f5c67	1	0.8	
0x1c4b24af37648d6bcaca63f29f5b9fcbf4c743fa	1	0.167	
0xc8a3106faa07d658caf5a606da01c4bcfb9bd49e	1	5	
0x00038783c2dd7325329d38a247c39515c6d4d696	1	1.7	
0xcc39a604c91c43e8a1e7798a8947c5ac227b5d81	1	2	
0x1ca9fff5693230919cd8507892645e42f6b7a5d1	1	2	
0xce6e6b361c7a6947bccefcf6cd14729e8e357035	1	2	
0x1cd3826be8a3a356c2b5506643abe0a6ea6ebc0f	1	1	
0xd24bd07b71ed261ddbc77b27846462c57ab35f13	1	1	
0x1ce0e69ddc2900396c6d4bfaa620a78f8092fe4a	1	2	
0xd527539095648e2f68421da8ed4d959ee5c110a0	1	1	
0x1ceb15beb87bd7599a88db66fe791ec538f0e244	1	1	
0xd77d5472113f36b49a3c7a91f02ac6eb728b8bc4	1	1	
0x005a9c91ca71f9f69a4b3ad38c4b582e13595805	1	30	
0xda45a1732f5c555342feebd3afe29daafaacb4b2	1	2.9	
0x000960e3c7316fd3edab3c532e3cc3b6b95543cb	1	0.5	
0x1018765cd5dfd76ccbe085fed63b1c96cd8d4e06	1	24.88	
0x1d2e1fa4e5dd3264256d4411ebe38075866b6217	1	10	
0xe00cb67045274bccf383eb355537c79973eb79a0	1	2.1	
0x1d3f4eb1bad05fcc6d633d51a9e264a69fd7fbc4	1	1	
0xe21f036d3860e0d7a08a1d6732f5d6e318a8ce89	1	1.4	
0x1d469923dbe11418dd3ed408ffa2e1962675deb0	1	8	
0xe539cd6f9db04fe3c40ff4a1c24a7453e7cf265d	1	3.3	
0x1d6535c3bb0afd37e1c75512eb96d4c81603d404	1	22	
0xe717b06d4f5213a684ffaa91d281cd63d1a3be05	1	0.1	
0x1d7c515ce83a6896d2464bbffd1b4b1da12bba22	1	0.1	
0x11edbb27d46371f60803e4d5eea663d521d5c076	1	0.15	
0x1d8f644949fc77f9844f9eb709ce0ef0fb0e3b1e	1	2	
0x1256558ca981cb79254f459eb5e4b757ca3e60da	1	2.05	
0x1dcc451e969dc2ef164c99cb92aa8e18856ba305	1	0.548	
0x13c18be59c47eed0711ea63626d7bd9a834ac011	1	1	
0x1df25f9651772059b57833b6640e148d09bcb27d	1	1	
0xf12035309e4302e66a129ebde4548a0db390d1e7	1	5	
0x1e03d70a71988fa8ad7ba88892e2491a7d11b2a8	1	6.55	
0xf47fd4c15af62df9af4495dc85f4f154c9d405d6	1	0.49	
0x1e0e8a292b0da3bc8d64c80ab07a820189552c5e	1	1	
0xf843c6ffd80855c09d640b0b54305258748f88c9	1	1	
0x1e44dfde9146e296b1304bfce644ba0417ce5bfe	1	3.3	
0x1618d41fa62d4f7f192f9f762f422a61dcc9899a	1	2.5	
0x1e7dd142e3f89f3abb88f07fe71344725c26f6ce	1	8	
0xff3dba3b5ef3cc8edf6332fcfa1a7ea7e23818d6	1	1	
0x1e835e3644a8c7ec24ff0e962e6f9ffaa9434b90	1	0.35	
0x8d4d53db8427ae5a5f86380c54d508695b29a6c2	1	1	
0x1e8ac273163f6f7bcefdc7983a357714eea853ff	1	0.6	
0x8ef63db6340e5d1fd016be19ef831ec53d347f82	1	10	
0x1e9ae6ba904a746d0f8ea46fa8a97f07c116b522	1	1	
0x8ffcd5c9c187dafd9061b9368122624166343c6d	1	0.051	
0x1edb68fb5e49a2eb6b1d3a6f34b5cb78884b26cc	1	1.98988502	
0x90c4d130304d3180103f17868f5933ed02d39bf8	1	2	
0x1ee0b27ffeea314eb45e6a682030b4a336eded10	1	0.998274598	
0x91de6ef9b3998609ae0b44f4c1ea51a8e3a1c208	1	4	
0x0066be2bfdb4bde16dbf0e80bde8a3014649b5e8	1	2.2	
0x9375d5a7fa8eb689169615bab92b35d6d1f8019c	1	0.2	
0x1f1bd13763208e57909c5b2c96f16ebfcb249011	1	1	
0x0a2dfa12ed2486fd9a7be6a51c3653f4b070b9d8	1	21.82683	
0x1f30d0bd1f225ba5811606242d8d9311ac953d96	1	15	
0x97fbec27b610fbc40964a71ba1a05ace78d5a7c7	1	1	
0x1f35d2c98d1cd5fb3436f02fa65ad6dca0af720e	1	1.99	
0x99f1791db0c02ce0366606ee95b38a8564856503	1	0.2	
0x1f50ac229b4fc9ab226b8d1f151e1c3dfda08866	1	0.33	
0x9b2df79da3f005418edafc0d3efe8d7443930e69	1	0.045	
0x1f5522d00170e5f3711ff957acf038df3c6df50b	1	1	
0x9c964a82d2fa0afe7135c0a235487d629122461f	1	6.03	
0x1f5c3bbf558ebdc816f1be376c32855651b6f541	1	3	
0x0b1ef7567a16fa9759e61d1ebb89d0b7817f7e06	1	3	
0x1f65ba8cf181757a1a5006e59c6373f0468f16cd	1	40	
0x9f3c8fdff1bf1c24a72f2d2e3eaf6bb2e037c770	1	1.01	
0x1fac0908c5945b6150051f12866c0bdda169f600	1	1	
0xa04ffa4091b72c071927d3bf27c8d3c511ce95c8	1	1.008	
0x1fd03ab0dce7d65648eea5d65fb3cae84eb21801	1	3	
0xa1b5c9011a6d97013d877b5e5b2f81a43ed56e2c	1	3.5	
0x1fd9bde7e73533e28455421df56e73de0a0975b1	1	77.21	
0xa3158144c201188b08d9c80e84a9e4468e258a1d	1	1	
0x1fe7965dad296561177f5fc8630fde6773ca7251	1	0.155	
0xa45de1f51a7ebe35cb4aac9f2c7a8ee5c6b0f49a	1	7	
0x200ebc9a711e80aeda01fab51fb890658712e52a	1	1.684	
0xa630db8aff1937ec3f065afb21b7c203fa0af175	1	2	
0x201cc45d31f854f10db60e01e5a45a17ab8bce70	1	1	
0xa7886c1653aadee672d7b3c5062d6df6686e9767	1	10	
0x203eb23fba591447532c8e8d4430ea2a7cda17d9	1	1.997459709	
0xa95e1847442dd89788aacd0629723f1ca1198bf7	1	1	
0x205bd38a5ece597db4c9f68961186e5e875c02ba	1	3	
0xab1a1108d452f166d4691b0f7b1bdf13756e6aa7	1	50	
0x205ccae70bb0987ac2e137b98a3780d6a8cc5c22	1	137	
0xac68f0be7580b505a295fd07be23a038a9c76fb3	1	1.998651318	
0x2067bad494367b860d4f5f1c2a3862110ae4d75e	1	25	
0xada7eadac826b0984157d5e0c45ae6565417ac17	1	1	
0x206c950bf4ad843a80bedf59b6dc6e14abb6a760	1	2.5	
0xaf3e2975b93ef73ae0e60106cefd10a4e59453ef	1	6	
0x206e8be3899c2de2b22e933d30636795232b1479	1	0.5	
0xb12c42d2a38e5fd74df1dac9b74c0fa82c741f11	1	9.4	
0x207000e23c54685af33eb656b622ed40e1d5d174	1	2	
0xb3348669c7105ffd87f01d898c24125dd3bac341	1	0.08	
0x2071062eb7d81eebf7b2b2cb8f26acb3d0526842	1	5	
0xb50acbce30c6e579ec59090959c050e2b92c76e0	1	5	
0x2085d9436f742b2b7f39326f56c37ddfbbff1d01	1	1.03	
0xb63dd6ccb55220f759a8c8d244fcc4067ec4e4e9	1	3	
0x2088cac63f8dcbc2ee54beca67ca3068a0b985de	1	0.23	
0xb76a564c5c69f42395e486f3d07fe9cdb8ee4aac	1	0.19	
0x2096185f85ac50aeb99a68bad2a64d320bde08b7	1	1	
0xb9911b236ed8203f13af7af8ddb8ec7a04160dce	1	0.11	
0x209f45384b10ae44192716b12dc286bbf913e002	1	1	
0xbaa9e4de9c5e83b6340c8c78ee6fd1f8c2344385	1	44	
0x20a17af3ab85679a77d23f33bb7a5297f4c6bc3e	1	3	
0xbbbe401f028e51a2cb5233461b54513d3f96b9f2	1	2	
0x20a63176af40e094b0f15008962b988c873b55b2	1	2	
0xbdece842f9814f450998f87ab612febbe7d44ed4	1	0.1	
0x20b74232b7159e1456205702953b65007d9401f1	1	1	
0xbfbd19bb86c75aa728aee2d8b2c878107449f19d	1	2.8	
0x20c61d2dfc6cb4e1735c77505efc0c342aa652ba	1	0.929625504	
0xc0fd5bb2bacd603e7ba75e9d55bd9e978ff58ea7	1	10	
0x20e80188fb8f520307e1b69832e5ba5b5a7c9f25	1	13.50627217	
0xc258c3bf2e53b9da366e46c30d767f4374455737	1	10	
0x212491bd3e21a9cc49ef8a35402e2da8071d3003	1	0.2	
0xc3535673b099dba3b1f3f3b8a2e75fc79948ff9e	1	0.94	
0x2127b1a230419cdd0d592adecef32c1f2a9b076c	1	4	
0xc4b130b9ac592af8390799be3790182ad6fb9e0d	1	8.5	
0x2148dae15e237df53b6f3c648219a4979baf6e03	1	15	
0xc6348ed554a6d36e440eec0f3e8e52fdf88ba50c	1	10	
0x0069d66ad1b3229cba8eec0d5c22fceddcf5088d	1	10	
0xc7d26de7d0ed42f0d6a740e229df296178834f81	1	0.5	
0x2160725450d17960eb3b9f76b8a6a1dfa32d4f33	1	25.81755843	
0xc9330acd3297c6599baf02dac8c901986c6231dd	1	2	
0x2168b1460cb680f153d7137cab4b2adf5bb82c7e	1	1	
0xcb394f35ccf4313cc691909a3e1ca22ef3142a66	1	1	
0x218f3335fba2b5cf27ce04e9dd70cd167c8df700	1	5	
0xccc4df2200caf0b59bef68a008953b0a991d4b79	1	65	
0x21a87593e4a3a10207a3c5a5706424718edd5564	1	12	
0x0e8d425ee54e2b3cdd99f51088cf391b675d7aa8	1	7	
0x21a939f1753fa9fd3d40d158f93f1cf014eb07e8	1	0.45	
0xcfa27e91593a98748b3eabbcd2b8b2498a1f8759	1	2	
0x21c7afa84c22503895ad64ba3f97860dfb9422fe	1	3.3	
0xd1861ad8e6a997676c8e9e56ace7ce248f963dc9	1	6.1	
0x21ce40ce92ab436838f5147f498f57ecaad10aec	1	5	
0xd2e00f9ee0feba9109510c4bcba30b09d7950e5d	1	0.2	
0x21d0d2216fd306803260abd43367dac2f36003b6	1	0.3	
0xd46337d4836abc60908baf7362dee6fc466b18eb	1	1.3417543	
0x21ec99e41a61db5e4b600ab16ad11a58dd49da24	1	1.1	
0x0045fc7e4714f54ad89b01c4b96604968d309d8a	1	100	
0x2217743d586e23d43ea069360a18be4e9b417e5b	1	2.25	
0xd6d7779ec09ffcb174268a001d8ba38475408244	1	1	
0x2235f46c6b52323a2954bbc9f03f08bb89361f79	1	0.3	
0xd80cd2515b52c96a376255a4d6cd2bf155eae6a3	1	0.269	
0x228bec997c8b0062b0f2d724f90cf087e1c35f91	1	0.01	
0xd92ecb5979ff9ee021360d06bbf364ca30e1a7c6	1	99	
0x22b0ac0be4633f57fa4457268ad365c11227e172	1	2	
0xdacc5b3eadb4fd01c86a30b2ca7884abbe5bcf67	1	0.21	
0x006ad01bcad5e7a7cbf20e69400625d5a2e880a4	1	1	
0xdc775273abbc1c78d8d543bd9a4064c981bd3a4d	1	0.3	
0x22ee185b42e46f84fcd9642f2e7b45b456788053	1	6.1	
0xddf9589cb76dce89dff570ba96349392d9ad4323	1	1	
0x2303103bbc77b5bd4be9b329443faf9e9cc18c95	1	1.082	
0xdfa12c259557e3626216cce14d3f8fb6ade206d7	1	1	
0x006bbe82b523a92d806978e7369b771e26541c00	1	0.5	
0xe0aa989babd35fb3d81f30e3abbad09e9c7d5f17	1	1.5258	
0x232a544792ddac00db214125ea03191623194efc	1	0.5	
0xe1900cda872cb76dc46f2359055f1b208b9842fd	1	1	
0x2333b3db7fdb443ba91ad4e7a83946435640384c	1	1	
0xe2cde75fdfe16417307da19f2e41b8a6152319ee	1	1.03	
0x234980ec63009a686645749da99c68cd2bb4f91c	1	8	
0xe41d6c6279892f75b50771966f7bd6a936432eac	1	1.0058	
0x23afdacb2d3a5257d726808b507dc5599617ac55	1	15	
0xe5ce965d9c296e7b5d03b29726ead97fe4502fdb	1	0.97	
0x23cdcdfcf58a593ed16cf8ff5516a37fee1d48d8	1	1	
0xe6871b55e516d0921b908d3fbc4bf304d5f80861	1	0.37881658	
0x23ee1a1c83c2fff130448c9b22e5adc081a64eb9	1	30	
0xe7abf9a6548c99104ca351770f386a164b040493	1	5	
0x24318b0bcdd034215c0e312eedb5e9d6b4700504	1	5	
0xe894c13f4fc573205928b2e4177e042ad3429545	1	0.998274598	
0x243726fd559bac671a1ac84853520854cc398fb2	1	9.6	
0x120791dc9cf348381d2a7ac24f12e38804ac857e	1	2.233490821	
0x24526a252855e6d06d02f7e9965d48e4cbcbb9c4	1	2	
0xeb1c7b933df7a992f284ba5a2773b3f5db123e72	1	3	
0x24580510bd85a7db0a45ee28d5e249bee884653c	1	0.5	
0xec51e138bc43244056d7ce6f5fbdc2ad358265fa	1	10	
0x245d3755f631025b335f1acecf1ac89b486174fb	1	1.58142638	
0xed6d2b3a3b658ddb6f2d3336e715c759ad5f7dbe	1	0.1	
0x24637c63ca418ca5071a36f8f2b059ac1dc7f550	1	100	
0xef0b88e6b2244ff052a9280c0e1273a00a6f93bd	1	5	
0x2463be9409401ab4cb070255aba70e94179d93ac	1	1	
0x0049f84779224db2108294784672875f26282ad5	1	1	
0x246703d015fc3248f032e61ebb8321b1f1e0170b	1	3	
0xf220310897a20f6fb5da51d704e8d59cf287ae01	1	1	
0x24728c8168f4c75eb394498be69a021f053fd740	1	0.121123075	
0xf3e3027caf4bf803598221a9d0b9ad5fc0b851fc	1	1	
0x247ffd28cf6dcec8fc84b63f8f510be379a85078	1	30	
0xf5c855ac77d212d4a915996c84ee56d343ecc175	1	2	
0x248f30c712ae5010d8999b0797a21008da99dc01	1	5	
0xf6e8c025bd0af3511f1ec56e5bdab8e39bca24fa	1	4	
0x24a4eb36a7e498c36f99975c1a8d729fd6b305d7	1	0.1	
0xf93d94fbdda455d1304ebc2139efd615d3267cf4	1	30	
0x24aab2dde37304033335a90400e971cf2817cb5f	1	4	
0xfb2d1205030e26a38571ee8b242eedc81e983224	1	8	
0x24b0a9602d3e264c7743fb42aff94218ae4be205	1	1	
0xfc72cd3120d27b8878a7ac518dcd434fdfdfcd46	1	0.12	
0x24cec9da6c65e969aa100fdb6b741015e0253926	1	1.99	
0xfe9e9882849a16dcfc7b2a0f3faeab06d3fcc3c5	1	1	
0x24d8b826350b3fad9fbcc622e103e533d62eb00b	1	6	
0x8c5839cf48df20021fc20bf851c377ff84a544ea	1	1	
0x24e99405587ec0c52521c39159931b70f546e7d2	1	10	
0x8d0877835659878c44cfebff1f3a4a8967b43ab5	1	1.68015897	
0x2522272d5686bb83cb3ccf069a65995493a17528	1	2	
0x8dcd8703ad26a51d62f83a2a94d44af87db72367	1	1.9	
0x252278698fd13fdd66937c4919c0aaa495b31ae0	1	3	
0x8eb3e71efd7927e37011a03560ff1b5f22667243	1	0.015	
0x252ceb7453111c7629b10bb3ff2b6031ffb411d7	1	1	
0x8f5a3763aa5abb2c58fadee3a13263483ca98223	1	3	
0x006f5068ae65abaacea281114a2997b9cc74324c	1	129.7101468	
0x8fce7fb06456fe88ceb9af30f82344e53664adab	1	1	
0x00734fc798fbc39d7c9bad21ff0e1bac6410ec7c	1	1.5	
0x901b395fcec576f1afc730c30e62c9bae35c4813	1	1	
0x2561a6f4f32908f2bef562987da896701ec943ae	1	0.2	
0x907b9f383506f9e36ef0aa8936e3fddd0b168796	1	10	
0x2561cbd7e4d7042dcbb943e1d77938180e5848ec	1	1.8	
0x90fb270a7c6b21334da5320871ec22d57ad369b5	1	186	
0x2565f8e0b33f2d3bb1c0e2dd5fbb972df48654c8	1	150	
0x91814d129a7fc4c99162628b8748264187f20bd5	1	0.4	
0x25749e476d758bcdc2216a9c22e45bb8e1820be9	1	3	
0x922131a0ec60fae04bda9ec7b1677705aecac960	1	5	
0x2584c23a9607d8b191a607e980709e89423a4fc2	1	1	
0x93100d1707d4824eece2df656907780da1e0e049	1	7	
0x258bc00e6737f21139d4b6664c09d847eee0cafb	1	0.4	
0x940b859fe288ac9169b0e813547fa5e56ed966fb	1	10	
0x008403c53738bb84337d7da388852923a389789e	1	1.9937	
0x952fcb01b474112a3d4f243589979c0330ddb161	1	4.006	
0x25dbe90ab47fd35250fb572efb48af656a025342	1	0.6	
0x96fe0fb1502ec523f74b7796b386b56e8405ed2b	1	26	
0x25f1a5d4e4ac5a3f7e51b5bdd046c6eb0fe910fa	1	0.17	
0x979e26883bec3cf9cf9653c11bdb834e51fd0f3a	1	0.125	
0x008a696e9855aa357f4ff7bf94674eb640bb2d2a	1	1	
0x989e44093526ba098ade283394ab8aeafba2b2f5	1	0.2	
0x260771da9873fb4627ed7c62b5c05e8840d27da1	1	0.25446309	
0x9983695a82666d360cb2103b0080c2406dc67f94	1	0.01	
0x262319a9ddbf36bd3c3fb75b9e24001057d3a381	1	0.41	
0x9a179a11245f633089a009a01dec83c6e5f7ea76	1	2	
0x008fcbee5f92a49c67e6e865b5fa9d3e1a0926ca	1	0.1	
0x9add92af1a19f4206ed85f330938dde6c374d678	1	0.4	
0x268c63f4522f38d70b91e265d83b3e222cf86b8d	1	9.48	
0x9ba521b0c2d1f2f9a1cc1f3b00afe913f3f68925	1	1.9	
0x2693c4cb5bc1d598cda7e259a671db8b3ae09f6e	1	1	
0x9c471124f63425816c1d83077c681d8b9cb39696	1	1	
0x0092d2d03ce3e702f2096d1d61c143c885bba6bc	1	35	
0x9ccba150c1d655986212459e6b2e2fc2164dec24	1	2	
0x26d9024498875841b3dff5d52ee6bf470b846a70	1	0.15	
0x9dc9376052d13a7d746715273986d2414135ebbd	1	1.2	
0x26dee656e7d761b01fc624da3f3fed66a2921efe	1	1	
0x9e7c107a6bce908a7e27caac80a22cbab14160f9	1	1.9	
0x26e291586ad61e8ce70fb98fe1af0907b8690190	1	9.661795	
0x9efeb7754cfb5e082f41e5ded16303e06e6bd746	1	4	
0x26ef96541843225dd7552d1ed7ccccdeb87d98ad	1	1.01	
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36	1	0.993	
0x2713c70eaac6d7c65d277c09ce84dfca81e7cf7c	1	0.15	
0xa015348d45a5cbb466eb968e4e3950ca6b2591b5	1	1.9	
0x272e8cf4eadf8496cf8517a8e59239b537af136e	1	5	
0xa0c919ec4721c5087b6b3f974a628846b15c4dea	1	12.62184205	
0x009646901b9d22dee6116fffe05895389a1b2e36	1	10	
0x0b7bf52d522051d1b62c3757b23552b7a43fd919	1	1	
0x273973d7e5d5e7d12c701a653e5268df7aab68f2	1	0.8	
0xa22438f8c8ba4f08a9a3c857b2687cc1a890ee30	1	5	
0x274603da67ad0d456743f0951d833c300c775ed7	1	0.39	
0xa2f79e673ab2ec70e064b1ff9840afc7c5f22979	1	0.9	
0x275bf08dd3c7d256879a754225cf60b626f9280f	1	0.57	
0x0bb36c99e6d784b05c964e5705a77f5e674d32a6	1	1	
0x275c971bf0030dc92cf1637bd8858bc6c140d0d6	1	6.58	
0xa3c29c31709e0581b11ef7eb18e534172beea2c8	1	1	
0x27630507210ff00546a1e5e732b8fb3081e38569	1	1	
0xa50382a9b22b0720698d39131fcbe289841a54bd	1	1	
0x277116a94746bc710dc896847b9decba3d6dc270	1	5	
0xa5e7b014a9c04ed380164b3a55d33fff7426b432	1	0.19	
0x278505cee5a1ad596ab8f72942f618dbb0c34c65	1	0.2	
0xa672cefc00403a2e9c6e71de8188cd52cf36ff4e	1	17	
0x27a2e09b2a7eb1c9ac007407b780e25f319ad40a	1	1.9	
0xa7539c82fe9cfccad67267e37dbb5b1e15c8ef9e	1	1.9958	
0x27d4ffac5fdfeb4c3bf2642d417c388f64af0cbd	1	3.00001429	
0xa7b5837b150bafae8ce63203ca763bb8ca92baa9	1	2	
0x27e6fae913861180fe5e95b130d4ae4c58e2a4f4	1	2.7979	
0xa8b57f824a2dd6c54728563eb827922497768f1a	1	15	
0x00987a20c2b9a78aa8ce12870f8b95de0da2b278	1	9	
0xaa3f29601a1331745e05c42830a15e71938a6237	1	15	
0x27fe27fb221402fabbc9c0186f5021e5ea52ce59	1	1.5	
0xaafa153278d151b0d464fd5dda56aee92429aaa7	1	2	
0x282610f61157cd753ff037ad0c06c3855b546efd	1	10	
0xab5d3f7eca3e784eaca50b74cfe5d1114cc78d76	1	1.5	
0x282c1cfb4f29324c7e4d0a3bb89a28ddfeddfd45	1	0.1	
0xac275fd1951f33f9f08dcf197687ea943e96585e	1	5	
0x283523827a006b3229017839ecb8126de6204271	1	4	
0xac9c1787d61ca30f4f57e4fe02ed12562f9950b7	1	1	
0x283b7fabfe6f8d41dca3a2b63255261998ba4d13	1	225	
0xad7748a9b5482256f449243a432541d17de17e24	1	0.7	
0x28431ab855eeb5f7db3ea27bf910b1d898e2b7ef	1	0.989559	
0xae101b7791bb3534d6447e4ea0035d792d4ae43b	1	0.8	
0x284e56161f159cfa4fa1d9101ec60014178b470e	1	8	
0xaed9a23e2afc6896b283c72a73b1b69f3c1f21a4	1	5.9	
0x286409bf413131c1bdb5c2ff95c5f8d7379c5162	1	1	
0xafed8429f56821514d1ca18dce9901fc5dac4000	1	12.45	
0x288185f154f168db1308055daffda1749e635c9b	1	0.01	
0xb0c2ef7efd762f44bb3632182a7cba19d4373f29	1	0.35	
0x28c630eaf02d2da3a339a6e4eeed906c9d5d4890	1	0.503	
0xb1b3804e868923ab374dca30fe939e6dd99fd5a0	1	3	
0x28e620f0bd68e8b8f3b50b1a61e54fd968e071b2	1	2.254	
0xb26e1590aed2def9f2dc3c5223a67a03b0d981f9	1	49.8	
0x28f7ddb2a0c9f52de9b5b1293e01ad11752927a6	1	0.5	
0xb3cdf9efc807a73ad96af715495fada2f25db861	1	0.5	
0x290f44c5ca86850e0c333ab404fd868c7ab0d088	1	0.2	
0xb4a9a32da4759eac81889acd2585264db59281bd	1	30	
0x291e2c5ce83ce1f3e181002017984bbbeda94ae5	1	3	
0xb58b3f4dc8f404230d4a208a0cb1e10a01c7e92e	1	1	
0x2986ffc286b81e89bf213e51393164a0ce366271	1	4.989559	
0xb6091671a867f22e15419ca44d1a55318413f018	1	0.25	
0x29b0e77044d42fdfaa7417499c48d10805f96fec	1	1.7600188	
0xb6a21258b7a9ea5e5844feb4947c89d5995262b1	1	1	
0x00a7838c244a1ac324bde18e26c4ccd2859c89f5	1	8	
0xb721246a1ff2a60d33e4f9af2414a20eb3fb796c	1	5.362	
0x29c1d15c62e4397f790683a741aa343b3cdf0853	1	1.1	
0x0dd2721aad0bbb718558cb7bd087e59c4695691b	1	5	
0x2a12f97e5ac9e9709b2d4a32a04433c47db0edb0	1	0.5	
0xb902cf9497c989b76c36951195369de50ab97b5b	1	0.03	
0x2a142187f5125ee1759b71df2a0042b472e8bc8e	1	0.829483598	
0xb9d3768d69ccbe7494727d8c633681cfd24f2174	1	2	
0x2a180fbd8c3fe0a7d4989d43784d6099e79fa7e6	1	1.234	
0xba77af1ebb776521f06923f8e616023ae1f8ff3b	1	0.576088054	
0x2a1995e157fdbd696e9db50449cd625e829fb276	1	0.5	
0xbb03b0a2c461dc2b4a026c9dd60b31ec3e78574d	1	2	
0x00aa6538c4a86c40ad3d80055d2c385c5fff8e1e	1	1	
0xbb5fd7a5f28de25f3e0bf8a3908f2e8f7c7a3f35	1	2.5	
0x2a77a8e245aa2eb8d4d1f02fa79b193e21bd111a	1	1.60823777	
0xbc65596a4032abe9ca2e77b841cb51b3176def8b	1	2	
0x2aa9d88633158727f874695c8f915a6774afa8dd	1	9	
0xbd9b6fe4bee17a242d0ce3e0f4f5211a3177bcab	1	3	
0x2aadfd9dfc66b89c1d7f1bbdf55dd2b85addd1dd	1	0.884887868	
0xbe16c34d102cf6ead1f80af5f7ad82cf607412d9	1	0.4390964	
0x2ab44f4a40819b74bb39a62be54862c65015347d	1	2	
0xbe82f4999687ccefe05664913331c7ed27a5bf81	1	2	
0x2b12f06425d57d13c71f8614044ec46fff0d2486	1	1.6	
0xc018438637e10c585aa86e1c2a64df56273e8f46	1	2	
0x2b161bfefe350f3ea17598b4f05f669b1e996a26	1	0.015	
0xc0d04ecf52933c3251d83782ee32254f4bf61277	1	4.68	
0x00aad7e641133da8600e80b7555b21b8c8457e93	1	14.4	
0xc183d07ed179bcee62ebfe5c099a755ce7262f04	1	3	
0x2b43496fc928dc310266071084e6345f84d9015b	1	0.1	
0xc21141e29dede0afa7b75e6d21580840ef9ebb41	1	0.298274598	
0x2b66717c88a40804819af49499a30ea946726f63	1	2	
0x0e25837891acec0cdb6bbfbb90f3f543f54eff2d	1	1	
0x2b76a725c1f70f9f057b8419d16aadcb9c59dab7	1	2	
0xc30347dca9ecb33911cbcf2e6b8ce0408f1a23f5	1	0.1685	
0x2b8a196c0875c3dac6692f0fe660d22f7dcb227b	1	0.17	
0xc3978fe17a3273b2759c7754308cad62e619d38c	1	20	
0x2b93e7de6c63e492bbcc5c1b9a00bfd3acba3224	1	30	
0xc48274f0d9a876b6bc479285587af80919dc6b45	1	20	
0x2b9d22382980276052456509ad2009b9eb7b6521	1	1	
0xc4e7dc48e7830f4d4a7ea686dc2b3f27cd4a8f20	1	5	
0x2bad846f053a81422ac8b37de6a58a64c7552af7	1	5	
0xc5de97de45cf59eaa97d89c68fac549167b85d28	1	9	
0x2bd4b73881e59cbe8baf7873087723eb80e63746	1	1	
0xc699ed7a9354ebbcc89529f88b67802e6f35a337	1	2.5	
0x2bed3f3d38a6f63a1f4c1f3a4bbcb1c7c225b5ed	1	1.5	
0xc7779b91676a70c3628a0fe6dc0f5d36789f7e26	1	0.02918203	
0x2c02d03f53489bd2774f9e360ea393a6c6329bdb	1	0.2	
0xc855d3186311134fea78f26a705ee7de8eeab02c	1	10	
0x2c074e48db34b16324c4c5de81987a0dee6005f8	1	2	
0x0e7fede057d5451ca315d86baf66708d92b9464e	1	2	
0x2c28193b1b83afa594cfeeece132e86654aea1f1	1	26	
0xc9fbcb5d403d49ac09228c53a7fc34ec30dde9d0	1	1	
0x2c40b659259ace2f5462dcde3277e2bfa4818e9d	1	0.03	
