Unique accounts	Number of txs	Sum Ethers	Average
0x016481c920b515205850c58da6a4347072e43222	1	21.5	
0xbaa1e98ff0046f969becdd832f92192340041458	1	1.98	
0x3e8aa710f1d4a2c980d33696ec7cbc396f6ff21c	1	1	
0xbaeabce9c57511327c699c94f9c52d39cc157db8	1	0.19551644	
0x3ef0ee2da3cc6db43e4d311eb430568e0997d8bb	1	3	
0xbb20d7fb3cf15f5db693cb23f3eac76f74e0e1ff	1	23.66509874	
0x3f01e4c188296ee6c9e19f3170e330699c8706cc	1	3.3	
0xbb4afc76cef9d0278eb84a41ea6d790d5199f323	1	6	
0x3f0a5932e55de404a68f0eaeea95026d69772a42	1	4.5	
0xbb8c4a6943046257980c67069e12e8b96691ddc1	1	1	
0x3f261c5b051390b9b2e091de19020ee75f8c43fc	1	1.972749128	
0x0ddf0be61808522724a86cdc2468268339c565f2	1	5	
0x3f593008f319f58ebd516301d5d1635458217dcb	1	3.5	
0xbd23fd37baa4e569b9a97bbb93cc5ec6573cec7e	1	76	
0x3fa70237b6125d1bfe0ac9c9bec8d45d2e190ad1	1	4	
0xbd59d87274d8b2b25763fee22716cf662fec1a7c	1	0.2	
0x3fb14ab42b18736fc4b3ec9f88b80fe5829527fb	1	20	
0xbde6980f19a65bf9ea79da6eded0d8b4abe30216	1	0.4	
0x3fb25babab8e84980359ef3a279503b3e74ae2c2	1	1	
0xbe106694ea745f0a43582c0e3f2e76995ad5e81e	1	10	
0x3fb66bccf23593c1c3adaf7ae8b6e895a7648d9d	1	25	
0xbe45f2290dfbd41c96a3b9b0f767877598f346dd	1	8	
0x01691691cab628afdc090d29777ae1de4a2fcd2e	1	2	
0xbe6e773bc900834d8ef0f6e2b65011759c666d08	1	1.5	
0x3fc829ab39ea5feaf11816d92bda96c812f68017	1	1	
0xbeda166d14d4136c7d5e2ed6494f048e3c03cef2	1	2.4858294	
0x3fd3859718c944cbd53f879d1860fb80f6ea025a	1	0.766794	
0xbffd8aaa29274a7460c0952e1e3d3474033d371e	1	0.33	
0x3ffeca21e4e8a0251e0c93e4bad0c7678ce3c201	1	3.06886405	
0xc03856fe33267cfd946de0f717ba5d1028d18c9b	1	1	
0x01793b6255979ffccc33008f0c2407dad8b28450	1	2	
0xc06883077c2df22099e72a8f16709e46d9aa05a4	1	0.2	
0x40047b90e9028e9744b5d837d4756620a29f5c18	1	0.2	
0xc0f37cb19666a4a1112dd6873df3ff2c3d1b3020	1	0.1	
0x0018bcecdc989b98d87f1f2bf4f5a16ef3fe66d1	1	3	
0xc13eed6387aeb2c484427911b32815c08dca8e32	1	1.005	
0x019719b54aab0cd0d567907dfb06ba657293b37d	1	3	
0x0e2338d6cadf608707d93de282d78390504b62b6	1	2	
0x40317c47f53d41b928e49bef314854e3fb27a025	1	2	
0xc1bf2e085cb0821c0def7844b0c99ed89466203f	1	0.1269	
0x4058b129d2f07f057dcdc986148f23dcf894a476	1	1	
0xc23dff50b9d42a7123cbe97b2bd95ce9d5e3ab38	1	10.8	
0x405b2ad018cfa5fa0af045d5054b599e0ec88be1	1	1.56746644	
0xc263e7b9124b493edecc6daa321a971700c3ee1f	1	58	
0x406a4c8a1f5c5db522a1292901d6d52feaaef599	1	1.5	
0x0e3eff5c8c094e19a3c8bb4bcc44406f9e54e295	1	0.5	
0x407b6c4a29199fe69bee4530ffc9ed251856224f	1	0.5	
0x0e4421a55fe8e6623892cc22113130f58ea3afb3	1	1.04	
0x4082b12f08b293d19bb82d9be84e64f7329524a9	1	0.339	
0xc33537f81f118d57ced167e2e4de7973da5dccf3	1	2.0031	
0x40a4bacf8bee7e0804730defab21dada47942d7e	1	0.1	
0xc37b9eaecaa5bf9ecbb9c867c0e4997482d71d8c	1	1	
0x40c2f3eb1bbf212d1584e7059b25424ea693a17d	1	1	
0xc3fd821eaccb9865703b0d8d6759db0eec57d9e9	1	10	
0x40cd71da38314fda5bce614ec181dfb8e1361460	1	1.4	
0xc44c5f9b0e231ab24b7a89fe11780094d8e422db	1	0.59	
0x4126b4809f749102565ab2f27347a0283794e0dc	1	1.6	
0xc48d669886a2a2b61571453c6c8c29b9eab7e2f4	1	2	
0x01a791a55c1ca091d3c9319a8f04799dcdf1bf6b	1	20	
0xc4c83790c20a0fcfe746b7e529450c77f25450b6	1	1	
0x41410588f8019a1834f835207d00e6cab19b5a7c	1	21	
0xc51334b08d358b2ed23e9f9c1be26cf855d01e68	1	0.49320344	
0x41445d3a09fd3895eb8ec6fdd5876174e1d5ee5e	1	5	
0xc59ceae14d50220515a9713590b62dba9e0cad62	1	2	
0x41471c54ad062d5bef945c0cacbe2661d04b7d18	1	7	
0xc607c0f92dcea735d0d437b1a59b23f53e623337	1	1	
0x4156561f40f02d32c4e4993d97f629cd2e0bba90	1	4.846054898	
0xc648d91c56e05d40d6ff618b7ee2032be6a48b8f	1	53	
0x4181e98bfeb46d08d5d392c3b556d44913b06592	1	1	
0xc6bc32b319e0c3ebabdafff6be19c2a9d2e1d18c	1	20	
0x41a6021a6dc82cbb0cd7ee0e3855654d225f48c6	1	5	
0xc74e9fe56e0c20bb16f6155f33290fa90f739b83	1	1	
0x41e94ce0bc6a119057daed18a4493ee0dbd266c2	1	0.1	
0xc7844eb4f98a363a26a2a094fdd64c35b49b4941	1	2	
0x422480a61c3a2eb68fae881e7cb0e483545dfe81	1	1.08	
0xc825463fd561922ab123d227149368130b4a1c94	1	3	
0x0019bc700ecbdfbf4c23d6fe1e6d1bc3bb7f9433	1	2	
0xc86698b001fe9bce332be089f662b1bf6bb86840	1	79.9	
0x426e6dd8a887305230889975e03308ecbaddab66	1	3	
0xc8dd7871da5837b828d2e1a439d85bc302790a82	1	14	
0x42960808ef7fdb80030c0c7ba0114b39c4042cc8	1	45	
0xc90f482d0e4b0e8bf54546b1907b577c1459feeb	1	6	
0x42acb15d54ae96e3ebd9520a2e812b990352ffb4	1	1	
0xc9a49f89723ea56169408ba63ec10c4d8c4dc702	1	3.9958	
0x01c8eba694f392e1e5fac3869bf5626be7c00f21	1	0.59	
0xca407b9cd5cffbd314b4956f0f2a2e8636ef7e0d	1	0.25	
0x42d0df108efb5cf603936e8599e8da19292343d1	1	0.5	
0xca8be0a60611ce6d1dc3f01d6ebf174be48b6c3b	1	30	
0x42d4d66f7e524c29ead87ba91c022640808390df	1	0.3	
0xcadd2a3bc5b84c1460caf9062b84c70f5520cd4d	1	2	
0x42e869b105933bc7c781a5303adce5deeffa298d	1	2	
0xcb80570e4d720f3bded342309fc1d60703ca63b1	1	4	
0x43436596ed58650a6bc8545535f68aa02692ec44	1	1	
0xcc0030a1e1274dc65efefd7e27551a42c53ccf9a	1	2	
0x4370d3a80bbc196ddc3d78b98a2380d690499955	1	2	
0xcc47655d81725f34597cdacb7e5987a146c5b5d7	1	0.3125	
0x01dd29098cc12111b18e206eae85d25679a877b8	1	0.55	
0xcc964ab85680242b88e6f998088e0b7c1500d71d	1	1.99	
0x43af1999731a2363f270415b9db140da59beba2b	1	2.25	
0xccf7c4bee67ed91d38f4cc372f9f2755eba09f31	1	0.5	
0x01e5b8934e836b2e68fb3b8d3dca3fa3e5ea31fb	1	0.5	
0xcd2542146d11740d5623d167eed1cebb84417560	1	14	
0x43eb788d2fff0f404fec64234e1b5ab969061795	1	3.000871694	
0xcd75cca9675e127a4462226afe8ba2d22eb2ee36	1	0.9928	
0x4427be9e60cdb2430b2c07e62605094cadae57f6	1	1	
0xcd9769263cee57688636d74655b1a4701be8f113	1	10.086908	
0x443072e795ac5b74b15ca33a38fb3a1358c5a3ac	1	1	
0xcdb50e3ce185a536f0ba671c45340c6be4c2de4f	1	2	
0x01f5be9fcc63bb4ede40e89db317d507c5adf81b	1	10	
0xce10719a516c737176a4073018e9102440b28895	1	3.54	
0x446df7ad52096d56667a2ab56bbecdd641d2897e	1	10	
0xcea13ba2d5a1728432d7a936b66d2f95cef3d75b	1	2	
0x4472d978d4a9791b10fcf5d32cdaaed7f1210651	1	1	
0xcedc7caf4e15401c0836c707462e677a404e0f57	1	1	
0x448f58519dd22a75365e9a54e32ea64d3e5d0e8a	1	0.35	
0x0e947f91d4eb5b68ceb137e2e448f18353df2471	1	1	
0x44a83203fbce1c2d0f7c39f0cf4269670c0ea06c	1	0.98	
0xd01b9f23e20933718397dbd11e9e0a741ee8372a	1	0.29	
0x44d5f043a2081495212f7307379831e833d155fb	1	0.2	
0xd07d9349aa2047845a4bd7108efabd24be685c9e	1	3.95	
0x451b3699475bed5d7905f8905aa3456f1ed788fc	1	3.8	
0xd10ffbc8c2095b9ac5da1be6b0a7aca5d0d9c698	1	0.5	
0x45638e3a6b0ac81162d85759d528102dc7218ac3	1	0.17	
0xd1a5a79084d314b7af56cd88c86c7b12056a10cf	1	1	
0x45c556aff90d5fe6e91d24874a8036693cec18d0	1	0.08	
0xd2132ab2816811514f6620a3bd43edea61c96c1e	1	10	
0x45c5acd43dcc3b2e27cbcc74b22f7439b4265496	1	1	
0xd26f7cdd480496139f8e07ff3ee3b3ed2977478a	1	0.2	
0x45cb5b971e4c8b1c96ce6785dbf4f68e70dd6cae	1	33	
0xd2d47cfc6af2b9ba05daf2c9ddfb0f7a19146c34	1	1	
0x01fb009d5b0648a7e4777f28552ecbc40709b41a	1	1	
0x0f4c47c1926859d9a0fb23f6296201a7ab1cec54	1	3	
0x45d532ec854030237d4af9eaab55dc764a59388d	1	2	
0xd33d0d462177e06849bbcc4b82bb6d292fef6752	1	10	
0x45d7eab256bc98bfc67e241bce4782c294daccb3	1	3	
0xd38f3e1b5bf713fa32c6db3ea6bbf82b778999e4	1	3	
0x021490930b85ec674590088fb8ec933fca722bb3	1	1	
0xd44e40743c66dc930d1b6192b3033f8aef72c8dd	1	0.19	
0x021ad5522fb5924a91607df9a7ea39bcb4a9cbaf	1	90	
0xd47559701f69ecb16d40d5fdbdb5f604fdbb9d1c	1	2	
0x468a735db139a2b85da75db57b79a86161712455	1	0.6	
0xd4b3731451de43ad92166a9866cb90795b6c85be	1	0.08	
0x469adaf766fb35f1a3c2569fe8c57a50f4b39131	1	6.18	
0xd538e3af8700e91ee0e3d6aeb8e667619f788927	1	1.075198528	
0x46b732c3335f03260ae7984a2ff6344890d21025	1	0.1	
0xd54f27707681d6aa312de834a8f3bf7cba00554a	1	8	
0x021c786bd9409c0fe2ced8b7d4bd3f842024c77c	1	46.31541247	
0x0fae1a4d8cece855551f1cd914660320ec9d9889	1	0.5	
0x46d6aa51fb392314748c24ce284dc86c7deacc6e	1	3.03	
0xd61abf81451bbb7245ff7b6feb1dc02c54f287b0	1	5	
0x46f4fafc2b6912a23e5176d985d9706075d829e9	1	5	
0xd67e1bd0b7fbbc1b2499224f4117c8078b46c090	1	5	
0x473dc3efe3d5e51b58c4ba575560374521168910	1	6	
0xd6ac92789c1145e5408982953c5d93f47cbcf07d	1	1.5	
0x4757b7f020d9a8f7db35977cff6c76da36b8a2ca	1	2.00857579	
0xd7428fdba9c096ec7deabce4fe340a7037f15e80	1	1.05	
0x4778d31d769bfaa460d75a133010b798defcbdf3	1	10	
0xd7792eb185d0351acb9fecda6842ae94b3d77d31	1	1.25	
0x479c11c45c7147ecc2a1c36085953c8bdeef7b77	1	5	
0xd78f01770a0947f3183b25fd67c59cc71d4c51c9	1	7.4	
0x47c683f7ec62911341c1884fdf0733143f0dd0b7	1	1.5	
0xd7b99f68d740fa500aae37cc273b7cf7b4b49309	1	4	
0x4823c1d245fd57f7985bedda4f4d4f4aa4b1ee2e	1	1	
0xd833c41413bd2696bc3897625023f15e6aa5df5d	1	1	
0x48402743ecfc6ace330948248a7e3d4c349ace33	1	0.5	
0xd8818cbda6e66006ba926266a33ef8c74b0292e7	1	3	
0x484af58d24d143fbbf761890cf1cc76199d188fc	1	0.5	
0xd8f7df9c5929522c738eb1c471a60c75d77f9d7b	1	5.98	
0x485d60159abd358d88a00048a30b9ed850abed51	1	0.495	
0xd9018668f8cac78bf086ffe5a883de7dcc659f46	1	0.18	
0x48699930bd2293263b2bb09f7b8ce2146333f6d3	1	1	
0xd99c7aa9e2e3880f80db1c10efa5eea5b71df500	1	1.98	
0x487088b1e36dc17f5e3c7739b08e8d3c3dac7ff1	1	0.06	
0xda356f05d662f2ba244ac7fcd17351eb5d495adc	1	24	
0x4870ca24d8b398743c02abfac346cf9dce476b28	1	1	
0xda6d25bc25abdea3a4a8c7dc205e145bcef243a2	1	5	
0x487628147ba7bf6e3cb1835f5b1a500fed7815b7	1	19.98	
0xdac2e70fefb73136ffcfe3a2d77f82a3761b1f57	1	0.810286864	
0x4882a469a8c72427e0f2630ee478dc3c01fc6860	1	8	
0x10031a8001d7ac0bf507cad46ff5e835c339d89a	1	2	
0x48a0c2cf9383a2d9fc11f0c00cd2b723ef7747e5	1	0.2	
0xdb476022b386999023ba303e3004b4e98a0e2e3a	1	0.021	
0x48c0395e398fe1d38507380a09bc2bdf1ad5d5af	1	1	
0xdb76b2186a24fd24ca700d3b1d1cf258a03beabc	1	3	
0x4931b973792aa349108884a26ad0502690f10cdc	1	5	
0xdc102b63bf6a57d93f4439bee7341ade995b9bab	1	0.5	
0x4954a7ffc584f6eb5471357e90d30217cbc38bbd	1	0.084559	
0xdcb6d862b80580db29bc921a60c00a5245f8e101	1	1	
0x4954c1dd48f95915b35a32ff0b713246874450a4	1	0.986	
0xdd03edb26bc58972c91d7f248f93805a9b1fbe4b	1	1.9	
0x4961e5d279c958927036e22a513ed86343e6238e	1	0.36	
0xdd96f819dbab9687ada08a1b971f1566b1561b4a	1	1.04245975	
0x49905aab76da459d5a3711acc6b4e3a7fdc6a69f	1	4	
0xddeacabe7cf8f0126d1f61723d7d057483ee91f5	1	23.8	
0x499cea4ed9771413ff2cadabcf94fca63c221f6b	1	0.02	
0xde0de2bafe663dd794707d38272383e62ca9eb7c	1	0.1	
0x0299152fd8ffb0253c63f13f82cb16bf85c661f3	1	1.98	
0xde788619ca9bb2e6a96b3788e55dcaf4e978de85	1	10	
0x49b9e2f3ee2b4eaf88d1be0fc09961f560136ef7	1	2	
0xdf1931c1c6c16cb586fd50f8b082129d2d38b033	1	1	
0x49bfad2c3656740a70ca53476bbb5c2a875e9293	1	4.81405	
0xdf56123740ab4fc24b32cb34c458d3a2be117d9a	1	0.07	
0x02991a0494e2e7ba4c9b2f0d23df343007f7d3af	1	3	
0xdfba7c3641f1852c62da05e61ad3bd10fd66db55	1	5	
0x49d14ecf7ac2715cf1975981fc2aa5551af49462	1	1.9908	
0xdff089b9516d1d097b1349bd9368add5d8c6a9df	1	0.9958	
0x49d2fae7b480ddeac248fd80a6495966171bdad6	1	0.019	
0x105cc5e5b00906e8b6370bbdd332962d6e48c1aa	1	5	
0x49da3670d60c2e0001465c06387dfd61e5cb79c5	1	10	
0xe07e0df4d7ded3ba28e90a1886006d62aae0a8d9	1	0.6	
0x49eb4da4356465171aa4686c75b08a7c73a25b79	1	0.014	
0xe0ba7ec39c48a8bc5152b6fbab0cc147f7e6ecbc	1	1	
0x4a08ee189a52e04919cb0ac0e4a35d1795f6e980	1	0.16768382	
0xe10354f787de9e7659b57585a0b605f0d30a2d25	1	5	
0x4a308b594db71f308e78a4b6aaa32a07e7007fef	1	3	
0xe167c6a03bf572dd972d1c466938eee05d520350	1	1	
0x4a5c2913a82d36da099e9014414cb77852f35df7	1	2.16	
0xe18a6d5c65ce71926948e580cc67bbf6fb26f76c	1	2.5	
0x4a7dcdb5bb3a322f199a84f53e88ff329f0f284e	1	29.9	
0xe1a0945f0dbd53a1b7f7a88574a2d520f4fcc973	1	1	
0x02bd25618c6e0f760d84d3060ae3b0c8ccd4ba53	1	1	
0xe2121f77ee5ff671db9e69211ee3c758785fe4c4	1	1	
0x4a81cb3eed55bfde17df41832ec751809db7796d	1	0.3	
0x109f78c6edfbc4c65fafb3c0955eb5a489e1a698	1	2	
0x4a8b65fd608856437e1f24eed2b3112b4139075a	1	2	
0xe28c5e4c6891afb0df739910c733766305cde69a	1	0.45	
0x4a8f0d62a40598c8b0026f792a860c4377b0390d	1	5	
0xe2ead473cc72216a633e1fe5801f9b83f5f5772c	1	0.1	
0x4a938cbd32b9f18b3c23bf972857160b170dbdf9	1	0.48362581	
0xe32967b5cc11482cad3ed45e4b536047b1e7a6ed	1	1.01	
0x4a93b789a6afba299eb7aa00cb4f8ad2e0b7d894	1	1	
0xe3a35d1bde0ee1db056c0db1857d2fb2dabea1be	1	5	
0x4a97e1c1f2823287ddb9eb4e5085a00e92dc3b12	1	0.5	
0x10db0c978668616249dba305c85166b4f081319e	1	40	
0x4acc1d8eab3dc6c4ef369b0c25ea11ea1b80e40c	1	0.17	
0x10e451c34acaaed4e6a7b75ae2f59ddcc5c99068	1	10	
0x4aeaecea860baf61d313022997c846a5f7a471e7	1	6	
0xe524f1eb068bfb3baa3a26b3e5343f2b652e1792	1	0.30365	
0x4afb16001acf68b6ac17c25b9dcb290aa8eac0b6	1	1	
0xe587897578f85c5ff0c352a19b4d08c35972f7b2	1	0.5	
0x4b069e26df56e7ef79af7896fb09876ee07b9360	1	1.15	
0xe5b60c8cdd29ba8c877c4a17d3a7a794209963c5	1	0.5	
0x4b44a6f1d9be5759356d90b0ca893b2935b3fd8a	1	0.99	
0xe5d66c210033bcf7abddd79ace5e72131882d76d	1	2	
0x4b76e2e049b366e477270195131e3a91b7742c1d	1	0.587845598	
0xe60afceb04c56401ca9448b2a83e32d7fd0cea87	1	0.5	
0x4bad4f0e46548ec0c5c58e116c9deadbe493e453	1	1.088442478	
0xe6392d0ae0b29df0bf524f1051682e71346363fc	1	1	
0x4bc75659d9418634ceacc5e1efaf59a4f65571f6	1	38	
0xe676cd0c14a90f5279cde1465441a8f1df791c63	1	4	
0x4bd120e887cc82285aff8408dc208ed32b132bb3	1	3.1	
0xe6ab822a077bb5b1a9b97e633d37f683bcea4f3f	1	1.05	
0x02fdeb4c3d15312805c8b46e0cfcb8868bf74b8f	1	2.02	
0xe6dc7172a75f8aa3a1bf10b382b59c16ae48edea	1	3.1	
0x4c01577ec3dbdd3aa37db9f31f82bf8593fd1b52	1	3.98	
0xe74ee6288739b5086be27743aff5f4513d1f30a2	1	15	
0x4c3a22a4c2f92a7002b5c26fd700b190a2421f3d	1	8	
0xe79c84146d101651e130a0415c3c3519e071a131	1	5	
0x4c406d550b80fb613c1a874a9757cb3412cc896b	1	0.06	
0xe7cd1dc8805de9f6d3c15234f2e696cc84678f6c	1	20.5	
0x4c59617d4e2f6852ae08517fbf35d270e3a3e236	1	0.25	
0x119a7e9dda27a328c6927a7acb6a29bd7840bbf2	1	0.97	
0x4c5aa30f63955ed90e2c47b401dd67e7a409735b	1	1.5	
0xe8455b5450d9f8501f6ff421b4b1d27c839d0e65	1	0.135577912	
0x4c64d2dc1b20af77aab340606625c6bea804c360	1	1.5	
0xe878680fcca49f24fc2daf4b1495716f64df6536	1	4	
0x4c673aa4283ea1751886feda0273a8497841abcd	1	0.131	
0xe8ad238a42e44b2525b91b5499cb38e17ac63ddd	1	1.27	
0x4c6b65f9de8c074cf93f384f2640c475fdc3f9bf	1	0.5	
0xe8da9f31415c7fd2607707c273408ba0e62765e9	1	2.56	
0x4c7fe7c737f2de4d0c86626febf41f51948e3c00	1	3.99	
0xe917aee9df58b169b0e8ed0a3d0f7984895a89fe	1	1.35	
0x4c90e5723fe4de59d0895cafb749fd8756d7ce19	1	2.98304754	
0xe978c08e167c2acda32bab6db4c095828646bfb8	1	0.100413506	
0x03366b34b3ba3c19d1b9613f4a9a2e6ad637c710	1	5	
0xe9de5262a6c3cc173421f46ae1356c9b6f9b7355	1	5	
0x4c9ba33dcbb5876e1a83d60114f42c949da4ee22	1	25	
0xea39db289cd4f8df22fb8909dd2b86022e45445a	1	5.5	
0x4cad652b71519a7a68d05dada31122c4c9a5ed95	1	1.45	
0xead71beb50e36e45547b248246365917cf91fc6a	1	1	
0x4cb2b7f77ee0136d55496c8bdf3795a37bf7ab24	1	10	
0xeaeda23a02af10d7610b0cda51f9758cb1ea6b89	1	0.137	
0x4ce37b6f2d29b35ea7eb1a604e596f5b3388b07b	1	30	
0x123a8f17286c4d016f7d2fb7a9baa05e0488cbf3	1	0.4	
0x4cf018002ebf26b0893e5af53ba4afe9bda7432d	1	1	
0xeb8eb2d6f15524937a0a976759d951711da4513f	1	0.306946998	
0x4d1ea0a31401c3214201f2fa743e0f00f34c6cab	1	2	
0xeba80a4ea4ecd370fd046e88bb7ab482f87ca24a	1	1.38610315	
0x4d2600e6ebbc347ca8245e04ade8ab158829b86e	1	1	
0xebe87ba8cd704b70055a40c229068934477da077	1	20	
0x4d6e1a65738af0569210a73379e3d9846882bcb5	1	2	
0xeca45bc89d8e5dfcccecbdda9918291dd5222468	1	1	
0x4d74f5dee0b51b22bdd9dc4bde4422156d29db2f	1	30	
0xeccfd2c654deac2073312ce4625c6e7cd7ad709b	1	4.998274598	
0x4d7dafabbf0d3deb09fac4b624f1fea01412bfac	1	0.25	
0xecf974f37e027a376301ab9304eb50a43671e646	1	0.3	
0x4d8ea727810307b335f419a66827d5faa1b954b4	1	0.15	
0x131ba2a1fddfaecf8a55f73bb1ff9b314626b94f	1	0.17	
0x034e7d174ac2e69ee1a02742d5bb8a95e0875fd9	1	2.5	
0xedc0783bd7a5a97d517f31c8d15a0d03a0bccf7e	1	5	
0x4dc8653ddbde706a9832cf40f7f5f8ab899e65d0	1	0.3	
0xee5afaae3e3ee110caa6971e595b1cbcac275845	1	3	
0x4dfe1d65055115ccddb03908d1ae0e6313e26a65	1	0.75858	
0xeeb89ec3befe71fe12d5a2acf4cd0c014b94491d	1	13.13904846	
0x4e0180df53a8163ecb71b492d5998ec19bf27d3c	1	5	
0xef0220e171c4cadd5e077c47f690cb51c1a982ca	1	10.03943716	
0x4e23fd25c9b4e7d1256d99acfcf67e555b8d2a68	1	1.08	
0xef5a5e8a36fe027790e31ae405b3d8f8e98f176b	1	1	
0x4e2c6130bfc31bf3a1fa46c21b0284b300c157ec	1	0.18	
0xef80bf430be172ae62fea32b2405f4b973b5ea88	1	5	
0x4e3df0dd86d7edd13e05d74be4a2d9a99892905b	1	10	
0xefa1601540f7e4f9caa40e3c18545607163f0de1	1	6.6	
0x4e477432c23510580abf040def114b05c80b3527	1	5	
0xeff9acafd1d7b2e3dc93ed77333c25ec6154dff6	1	51	
0x03554cc1b19bf82e47ed7d7af55dbc18ea3c695c	1	0.1	
0xf05afad6d31a883e9142c838a729dcaaf957c09f	1	8.02111378	
0x4eb12ba2b89863b29321dc0018d7c49f00272013	1	0.794	
0x149f45f09ac679eed8d6083483dedb24d6c6ba88	1	0.25	
0x4ebb5c1dbd2c4290e5a9b95387294d4852870c7d	1	0.09	
0xf13056c19236913044210ea753ee178890449721	1	25	
0x4ec21ffaed3b96f2a51cd36bc31660fbdc5224c2	1	1.5	
0xf1c2b3f863e724699033ba72833c92e581ef2cc3	1	2.14	
0x4edf44d661a2874a1092d932411a346af90a0642	1	0.38	
0xf23e8062331185e4283efa03f55d21130f48c5ef	1	2.5	
0x4ef9e7629d35d785796495579f81ec553408510a	1	1	
0xf2bf90c715903871737cd3dd7c0948083cf2e975	1	0.75	
0x4f5582c0ad7ff5fceb8558050a0d71a8c8ee6481	1	1	
0xf2fd3707f31aacb14bf4a88bbe45c9738f46ead3	1	3	
0x4f821a24db187b0f03de21cf5160b0a0ac62f019	1	1	
0xf3b05acbfef3419624d7f572acc4bfec985f2494	1	2.510274598	
0x4f89bd3b192768eb63d5965e2799a0728913ade5	1	0.3	
0xf401c0ed062db9551080a11930040fa315786e03	1	1	
0x036dce5828ae41d772ca51d4b6f9d8446277bfc6	1	18	
0xf441b117102f5a8075d8d09585d6352caa9fbef6	1	1	
0x4fa0f305fc206d1d532aa98f41d848deb7a8e623	1	2	
0xf49e12dd71e0c854f700786d915763ba7a4738c0	1	1.38	
0x4fa2ddcf2e174b14c3d4a7aa5c35ea2f37ce565c	1	21.06538449	
0xf55d528c6f5782ca17cab5bd2dbb344dd0e429d0	1	2	
0x4fb743d437953c696737a67003aae5ed9e6810d9	1	2.5	
0xf603629ef04acba57441159ec089a5123385f8bc	1	0.1	
0x4fc4d5bb24137868b3b59b0c57cfc984e022ef07	1	1.037	
0xf65283467316ad28b960b1a4516aa5025275b248	1	1.03	
0x4fcc7001e6abb4e6641d18f8d3af45eaff2e09df	1	7.5	
0xf676f73f8f1ee5e10200148d64b0ac7f46c7f68d	1	5.9	
0x4fd48731f1c228eae2f4b52d3ed3bdd36eec24e0	1	1.306811521	
0xf6a3a33dd2c89ed347599be6036b963f0be5b1bc	1	6.09	
0x4fe14c6801906ee0badd8d39baf8ef93e50ca402	1	19.7	
0xf750c735a1516ecc743666a18925cb4955dd051f	1	0.1	
0x5002c4550953ac9de4f0274d4e40ff0596bd64fd	1	3.17355016	
0xf7dfdfcaa55e0e2123d7302cb4144ee9ca521e1e	1	0.3	
0x038e914ed70faa6bb589ab948510061923893e67	1	9.5	
0xf86785cc63b432875028be6d9c794c02d81a77f4	1	1	
0x50561b69ac43428ecb40e35f57121055f562db48	1	10	
0xf8d38bf508aa5eec845b357fae52def265291361	1	0.3	
0x50594fc9ab1f02ba10c3ab4e05c6498995750601	1	0.895732921	
0xf940dd5400f2157f938f67050d3dcaae11401c19	1	0.995359	
0x505f1c64ee85efbe37064db047d633856f0cc7ab	1	2	
0x155b3779bb6d56342e2fda817b5b2d81c7f41327	1	0.25	
0x508359c15ddb5f1c34819988668dafb13693c34d	1	3	
0xf9f76b4df27f7e83e6543bcf916eed2ca8175599	1	0.35	
0x50b4a84c42925c8eb67b64733cf9593146b972e1	1	0.18	
0xfb19ea6abb7b665b634be0484467fce4ad8d6883	1	0.15	
0x50d52524c1d8f54871080203df634af307f38864	1	1.5	
0x1585ce2781b4e397ddffba17beac326d6ccd4579	1	10	
0x50f71652281f742c2a69627b9c3ac96cb84b2324	1	2	
0xfb83e669e23639bc4c18e021d1265986b16a61fe	1	3	
0x510fa70670b3f4cca59d7d618152447aa4548b38	1	0.985	
0xfbefeb26a274c0c2e06fbf193e8fbf2495ccbf73	1	2	
0x5127bff46193fcc8961cb84a0d06e75ab972f10d	1	2	
0xfc3a7b2cc72f4954c19136f9e0f1333df0edbdcf	1	1.2108	
0x512f495161eb83a272ee064ed566e6061b38fbb5	1	0.5	
0xfca8d1e93c07d500f16d46318f1c0f77415dcee3	1	15.37	
0x51312cb19d2686bef15cf581a7415084b55e854a	1	9.845492398	
0xfd563bd80df342d145c06da653ca23959ea7bdf5	1	10	
0x51908426de197677a73963581952dff87e825480	1	7	
0xfdd3fed09bd694525c86b440c630a655265cca10	1	5	
0x5190c10243058d685ef041cc9570782f1a456d05	1	0.19	
0xfe34345d0bb90cb553fa023c0d27e1ec628c2bd5	1	4	
0x51a1d2d3263b1fb872f30f246786972e1accaf6e	1	0.68	
0xfebd0cf647b09d9b3955665ef0094834fddb9346	1	1	
0x51a69f900fb078b9a7a84f6cd6920667e124e420	1	1	
0xff2e2b372fd33d738ec705b4276ac75537db19e2	1	55	
0x51b7c915795b28542240d0ff405fc640fd0378ab	1	1	
0x8babfbb4c91bfd7ab8cb5bb16d7138258a5f70bf	1	0.98305895	
0x51d769f36de0ed96d161c0e9e69c11ab34bfe0fe	1	1.5	
0x8c46f88167b467db079ebe38578ee26a84e4500e	1	4	
0x51e07ebffb63c575d3aa5c7f25c5b6fcae1da362	1	30	
0x8c651c84fb31e6530b4ad299b47ab2d6497580d5	1	0.241875125	
0x51f9c8b692ffc5283e59a9d2574860d8eef1f013	1	1	
0x8c81d4e8986546f98549784073feaba482945ea5	1	0.069178	
0x52015152c9bb609ada950ef78fb39c63eba9581b	1	0.4	
0x8c9a860a344a51a0ff439d8ce5e16b89f00413c6	1	1.5	
